path,bytes,sha256,hash_mode
hdmixer/formers/fedformer/data_provider/data_loader.py,13074,fe197d7988ccb31c2b13e80c107ad5733151c3be46ee085b1979f12c0cefed1b,lf
hdmixer/formers/fedformer/exp/exp_basic.py,885,6c69badaaf13536a212e2b96975e2d59ebd7b5546550e487ea52249173e10afe,lf
hdmixer/formers/fedformer/exp/exp_main.py,12815,30fc65ff72b65dbff38a65f290964a4b2385059cd98c85ee3e2f3a1cb80064e5,lf
hdmixer/formers/fedformer/layers/autocorrelation.py,9089,4e835c4a6db1b175a418977d2fddba1780ba6827d619687a345448025bab4da8,lf
hdmixer/formers/fedformer/layers/autoformer_encdec.py,7542,db0bf50eb34ea05206c8c944523d8060bed39dcec27fd2761c170f5c9d64dc90,lf
hdmixer/formers/fedformer/layers/embed.py,7013,254d570bb291efb4825a3ea6274ae6206e01c4547aa94becb89c7d6a636d90df,lf
hdmixer/formers/fedformer/layers/fouriercorrelation.py,4907,248bf18333b976bcfd9785a6df5115d12706a18d2c6e610777147556aac55961,lf
hdmixer/formers/fedformer/layers/multiwaveletcorrelation.py,13158,d35606c8f8dbe1015e614bdc066357799e70b6fc9cf637c5e7761d7626a7809c,lf
hdmixer/formers/fedformer/layers/selfattention_family.py,6554,af7cc216637212859423fb61616762b9f934806f841fa26bf1d8217124119d4c,lf
hdmixer/formers/fedformer/layers/transformer_encdec.py,4566,17ee8d9cf4ac0ec855d9d2ec6b1f4e85e57d807e5b5589f763c2140c5e216c80,lf
hdmixer/formers/fedformer/layers/utils.py,12484,9961ae249bcfb9c7c61cf5efbdd55f04e01cf555765dfac8b794d69a5259bfc2,lf
hdmixer/formers/fedformer/models/autoformer.py,4083,6e935c09cc8eca64b9358606accbf30e841bee98fc1026ca020e3d31b0fe2eb2,lf
hdmixer/formers/fedformer/models/fedformer.py,9077,d617f1ce589b5d262aadcfcf035091992aa76796568336e3dfef0c1e34c5e9d9,lf
hdmixer/formers/fedformer/models/informer.py,3270,8d305ae51431417e83d6f1e1c86430ae73aace2b9d1ec2da473ba697bb03a745,lf
hdmixer/formers/fedformer/models/transformer.py,2965,afe587b84db10d9b06f30cce25921033300d1ae2019d22c89df6a06814e563f3,lf
hdmixer/formers/fedformer/readme.md,1217,2e3f09609f9665e1ee803aa570edf71ff727af09ad35c5dfee38315219f354f2,lf
hdmixer/formers/fedformer/run.py,8885,7cf8136b0b426579a78636b2103fb78b675669539e560a3db698f499597c3e26,lf
hdmixer/formers/fedformer/scripts/longforecasting.sh,3664,1e60a53b69eafa297cd5e6e935b962e2ce8daa055333292bf36729428e74ff75,lf
hdmixer/formers/fedformer/scripts/lookbackwindow.sh,4573,2c14eb72bc7206fa9545fa864756cf5440d3a0362d11c5302f136d377420677e,lf
hdmixer/formers/fedformer/utils/masking.py,1355,e6589197f4b06c2e2e3574f8d1060123a8b113284ccd75d6bbd72d5591a727b8,lf
hdmixer/formers/fedformer/utils/metrics.py,1130,287dc377f93b4de0584f3ad4a61246510eb6773abf990dc626c09dd2cc350142,lf
hdmixer/formers/fedformer/utils/timefeatures.py,3743,2ad031a425f6f02b88db1918333a30937e41b18f435df90e6bcbb6470427221b,lf
hdmixer/formers/fedformer/utils/tools.py,2739,27df95a9a6d3bd34a30fbc0566e3324403b55ff726695d40cd39895fd85bc162,lf
hdmixer/formers/informer.sh,5080,e0c2aa50056015460e7be9aa0aeee17e886a013566da2861859e05ec08165109,lf
hdmixer/formers/pyraformer/data_loader.py,26013,40089e0c13533f857c75f704bb8ebbb79be44d0c1a88b9e1e5aebb8f5faec229,lf
hdmixer/formers/pyraformer/legal.md,572,adba50d9794b9ef3f7ec8cbc680f7f1fa3fbf9df0ac8d1f9b9ccab6d941bc11b,lf
hdmixer/formers/pyraformer/long_range_main.py,12622,3377b7622f77c33b9d006281baf25cbecbee33645bba6bbc8d6c0fbaf6149d95,lf
hdmixer/formers/pyraformer/preprocess_elect.py,4695,b3a922360c5012cb53c2bcae53ba16d8528fae46cb0033c5ea32f7344dec3817,lf
hdmixer/formers/pyraformer/preprocess_flow.py,3491,a92c3e77e15999ea1d41ed94f3dc717fa9f723f37453ccc0e537fcf32f80734d,lf
hdmixer/formers/pyraformer/preprocess_wind.py,3368,edf5b2a78c20ce0844609dac7a4c60b63cfaa00b04531641937103008b075d16,lf
hdmixer/formers/pyraformer/pyraformer/embed.py,6168,438b1421fa2f94c0761b6a401100e9365a6ab16f5530c9c8a9ec036edff9ae5e,lf
hdmixer/formers/pyraformer/pyraformer/graph_attention.py,20457,0f7843d64eb1dc76a62c295ac9577d21de792f486ffeaa6faf828a7793bed349,lf
hdmixer/formers/pyraformer/pyraformer/hierarchical_mm_tvm.py,11727,00375475465fb956925ba0f0c0c0ba3b70ca710218f33256f7f53be106e45dbf,lf
hdmixer/formers/pyraformer/pyraformer/layers.py,15215,8e30c5c8a1766be1d1b23e2e6f56ddd94b546fa0189e4b4799d3d3224e0fdef8,lf
hdmixer/formers/pyraformer/pyraformer/modules.py,639,567dfd14830903dea4eafeb70ee7f532407c57814291a1c5be937a5007bf0818,lf
hdmixer/formers/pyraformer/pyraformer/pam_tvm.py,2249,4c870ee7375632d50f50d26a888519d14d41cc852c3b8d3fd0d7f39556bc5ee0,lf
hdmixer/formers/pyraformer/pyraformer/pyraformer_lr.py,4915,da6f556b8a80470a0d8503835e1f4be6e2d8a31161154e4393874ad3cfb059af,lf
hdmixer/formers/pyraformer/pyraformer/pyraformer_ss.py,3059,5e2d733589a0bff1863115e0476767d7fca0e1dd221270de422a5e617d303303,lf
hdmixer/formers/pyraformer/pyraformer/sublayers.py,2810,5844765addcd54d5f50880b4e3642aeb3499c400093ba050fe7e460c969e8e85,lf
hdmixer/formers/pyraformer/readme.md,5659,295cf58171b8965ce680101cc74cfb6fce813208eb96f80b20b48fd0c2062484,lf
hdmixer/formers/pyraformer/requirements.txt,1611,c380ca077e71d1ac231679e64e91f4760409cceb485fa4118a34d403c428b713,lf
hdmixer/formers/pyraformer/scripts/longforecasting.sh,6532,c22fee0e9e89d37024cb65aac020826028920a8b9aade5d84183937979df61dd,lf
hdmixer/formers/pyraformer/scripts/lookbackwindow.sh,2552,620db794fb74bc77b6c6c139c33d5ff05b108d1d4403069866685fccd2872f4b,lf
hdmixer/formers/pyraformer/simulate_sin.py,2814,7e2c210309ab29f3cf64108df71668abfd24080085c880205e8755b59e13ba89,lf
hdmixer/formers/pyraformer/single_step_main.py,10197,69810951525853f431ce8c23f84b42a07094b5527e14bf86267e086fc4f19e1c,lf
hdmixer/formers/pyraformer/utils/timefeatures.py,4534,0611feb06e86bc85f19c24099b87b8fc37bc4b7b9e81b128f083a557b3df7c92,lf
hdmixer/formers/pyraformer/utils/tools.py,2666,a964029e5195cd711af28b4fca53f97f1ed76ab160c531735f07442bf3128cee,lf
hdmixer/formers/transformer.sh,5146,f07b8fdbbc938ae6c7b5cb4455e6efaecd4ac3c7765960302ae9a281937fa961,lf
hdmixer/layers/autocorrelation.py,6254,d14d576feee3e7159920ecbd8a4289a66542e63e545fc24c6ebb73dd757abe5f,lf
hdmixer/layers/autoformer_encdec.py,6113,1d00619712f74f7bc6239b8f3b0aa1848e13ab8651203240f0d7943dde903e5e,lf
hdmixer/layers/box_coder1d.py,3572,ee7e9673b3ef32d095d641fea1c1c47f4d4a5c67e518eac49243d43442b44c51,lf
hdmixer/layers/embed.py,6512,2db82418962a591fd4ed7553c119943da065a49c6dd55bb04513b3e5193c8959,lf
hdmixer/layers/patchtst_backbone.py,18398,7a90022a55cdfa606a63541d7c476b7a65b7364eabcf4f3a9970778eab10ca06,lf
hdmixer/layers/patchtst_layers.py,4512,356aa829b1bba6d42c74ff6ee653750e030c5bcee1ddbee7670b23eeb74c810c,lf
hdmixer/layers/revin.py,1973,45ca93803bdbea0e76f96f06741790bf4f2aa7f629c2e20e608ba97b4c03cdaa,lf
hdmixer/layers/selfattention_family.py,5554,b042b849f2a7505ddedd7e9e60b513fdb139c902bea8512d51633a4388302206,lf
hdmixer/layers/swin1d.py,4468,08209f7eba7aef79492572d081581373e6d7996a3ed09b30c20424ebd9a68d78,lf
hdmixer/layers/transformer_encdec.py,4566,17ee8d9cf4ac0ec855d9d2ec6b1f4e85e57d807e5b5589f763c2140c5e216c80,lf
hdmixer/models/autoformer.py,5836,7f0fdac0302a98644c6483b343a1e811fc7c621c7d1a5341fd0b98fc32d88b16,lf
hdmixer/models/dlinear.py,2864,ebbddc64ea242ddce0e043266728c6b8bdd4aee59150548dd600ee17ff7ece91,lf
hdmixer/models/hdmixer.py,14517,afec1b77f98e5af63a02216ae42423372e7aa2c1826d7540121e73dca15f67f4,lf
hdmixer/models/informer.py,5014,60d7f9c8c7aa17737b864d2b388f0d8b11f050b35abcfe1623207423f854fe43,lf
hdmixer/models/linear.py,469,8b1e6d7e61ac16d2186ca02a17ad505b7e7b59c8727b27368f70c1431d8a17c7,lf
hdmixer/models/nlinear.py,557,ba2805d6b9b451ae1b2428d553682e93442ea528cb6188dafab02a57a90360c0,lf
hdmixer/models/patchtst.py,5138,37d97c09362c8ba0d2d7f89d692cf5514c24f1cb31ce57b8b9da6555e075123c,lf
hdmixer/models/stat_models.py,3872,8d8848212b0e02ab2d346bcb305f8930f9e141cabcbb8b4a304df200b61451c3,lf
hdmixer/models/transformer.py,4729,454f966f4054d080836e3c56ffbcb6708d34e3989042b38492f44a2472428c8b,lf
hdmixer/requirements.txt,50,72753f868c28ce139b3bcb4e0633cdbe2c5e19fbc1f27e3bb82470acfe5df25a,lf
hdmixer/run_longexp.py,10379,060e91a133fde106e636ec7e658d868984bdfe7766676cfecc1b62e551dc510f,lf
hdmixer/scripts/etth1.sh,3207,c2220b29b4a41535d255706981afee413f58250c04e0f7e8a22461fd928b327e,lf
hdmixer/scripts/etth2.sh,3207,ead89d039626909d725d4ce40dba19693aa03be2ea82bbf711c7fa3b624c5506,lf
hdmixer/utils/masking.py,832,02f453e52cfaec65e34132923add80e7132f188706680fa86d7bd884976e09ef,lf
hdmixer/utils/metrics.py,951,9d61cbf6239d2749f7640eff9fa80e66a17dbbea1881b919c4375b126195294d,lf
hdmixer/utils/timefeatures.py,3743,2ad031a425f6f02b88db1918333a30937e41b18f435df90e6bcbb6470427221b,lf
hdmixer/utils/tools.py,4246,39a90aa47e52e07c3bab80aa8e8bf25b2802c909e995c8495784dc5eae71a540,lf
patchmixer/data_provider/data_factory.py,1372,98f83b72488ff2cb5364fca2267bc0ab786e5c7aeed5f9f4e625b11cd9bd4c45,lf
patchmixer/data_provider/data_loader.py,14325,1647b24ab2742895191e4853240f7fda759fa8da87cec5d3f2ae704bbbcf9d63,lf
patchmixer/exp/exp_basic.py,885,6c69badaaf13536a212e2b96975e2d59ebd7b5546550e487ea52249173e10afe,lf
patchmixer/exp/exp_main.py,17324,9188de7d102b71416a593a2782d9f49b856ed88aa8e5ae0bae1ad40a8f96ccc0,lf
patchmixer/formers/autoformer.sh,5082,aefa8e732cbaa79c93122d5cc9b76bb847b57b16bcaa7d2e9e6c67dc0e185427,lf
patchmixer/formers/fedformer/data_provider/data_factory.py,1400,3cd73928ff8db08c4deb049d9e39d1c67e667400cbb48ff94094eefdef04a7ae,lf
patchmixer/formers/fedformer/data_provider/data_loader.py,13074,fe197d7988ccb31c2b13e80c107ad5733151c3be46ee085b1979f12c0cefed1b,lf
patchmixer/formers/fedformer/exp/exp_basic.py,885,6c69badaaf13536a212e2b96975e2d59ebd7b5546550e487ea52249173e10afe,lf
patchmixer/formers/fedformer/exp/exp_main.py,12815,30fc65ff72b65dbff38a65f290964a4b2385059cd98c85ee3e2f3a1cb80064e5,lf
patchmixer/formers/fedformer/layers/autocorrelation.py,9089,4e835c4a6db1b175a418977d2fddba1780ba6827d619687a345448025bab4da8,lf
patchmixer/formers/fedformer/layers/autoformer_encdec.py,7542,db0bf50eb34ea05206c8c944523d8060bed39dcec27fd2761c170f5c9d64dc90,lf
patchmixer/formers/fedformer/layers/embed.py,7013,254d570bb291efb4825a3ea6274ae6206e01c4547aa94becb89c7d6a636d90df,lf
patchmixer/formers/fedformer/layers/fouriercorrelation.py,4907,248bf18333b976bcfd9785a6df5115d12706a18d2c6e610777147556aac55961,lf
patchmixer/formers/fedformer/layers/multiwaveletcorrelation.py,13158,d35606c8f8dbe1015e614bdc066357799e70b6fc9cf637c5e7761d7626a7809c,lf
patchmixer/formers/fedformer/layers/selfattention_family.py,6554,af7cc216637212859423fb61616762b9f934806f841fa26bf1d8217124119d4c,lf
patchmixer/formers/fedformer/layers/transformer_encdec.py,4566,17ee8d9cf4ac0ec855d9d2ec6b1f4e85e57d807e5b5589f763c2140c5e216c80,lf
patchmixer/formers/fedformer/layers/utils.py,12484,9961ae249bcfb9c7c61cf5efbdd55f04e01cf555765dfac8b794d69a5259bfc2,lf
patchmixer/formers/fedformer/models/autoformer.py,4083,6e935c09cc8eca64b9358606accbf30e841bee98fc1026ca020e3d31b0fe2eb2,lf
patchmixer/formers/fedformer/models/fedformer.py,9077,d617f1ce589b5d262aadcfcf035091992aa76796568336e3dfef0c1e34c5e9d9,lf
patchmixer/formers/fedformer/models/informer.py,3270,8d305ae51431417e83d6f1e1c86430ae73aace2b9d1ec2da473ba697bb03a745,lf
patchmixer/formers/fedformer/models/transformer.py,2965,afe587b84db10d9b06f30cce25921033300d1ae2019d22c89df6a06814e563f3,lf
patchmixer/formers/fedformer/readme.md,1217,2e3f09609f9665e1ee803aa570edf71ff727af09ad35c5dfee38315219f354f2,lf
patchmixer/formers/fedformer/run.py,8885,7cf8136b0b426579a78636b2103fb78b675669539e560a3db698f499597c3e26,lf
patchmixer/formers/fedformer/scripts/longforecasting.sh,3664,1e60a53b69eafa297cd5e6e935b962e2ce8daa055333292bf36729428e74ff75,lf
patchmixer/formers/fedformer/scripts/lookbackwindow.sh,4573,2c14eb72bc7206fa9545fa864756cf5440d3a0362d11c5302f136d377420677e,lf
patchmixer/formers/fedformer/utils/masking.py,1355,e6589197f4b06c2e2e3574f8d1060123a8b113284ccd75d6bbd72d5591a727b8,lf
patchmixer/formers/fedformer/utils/metrics.py,1130,287dc377f93b4de0584f3ad4a61246510eb6773abf990dc626c09dd2cc350142,lf
patchmixer/formers/fedformer/utils/timefeatures.py,3743,2ad031a425f6f02b88db1918333a30937e41b18f435df90e6bcbb6470427221b,lf
patchmixer/formers/fedformer/utils/tools.py,2739,27df95a9a6d3bd34a30fbc0566e3324403b55ff726695d40cd39895fd85bc162,lf
patchmixer/formers/informer.sh,5080,e0c2aa50056015460e7be9aa0aeee17e886a013566da2861859e05ec08165109,lf
patchmixer/formers/pyraformer/data_loader.py,26013,40089e0c13533f857c75f704bb8ebbb79be44d0c1a88b9e1e5aebb8f5faec229,lf
patchmixer/formers/pyraformer/legal.md,572,adba50d9794b9ef3f7ec8cbc680f7f1fa3fbf9df0ac8d1f9b9ccab6d941bc11b,lf
patchmixer/formers/pyraformer/long_range_main.py,12622,3377b7622f77c33b9d006281baf25cbecbee33645bba6bbc8d6c0fbaf6149d95,lf
patchmixer/formers/pyraformer/preprocess_elect.py,4695,b3a922360c5012cb53c2bcae53ba16d8528fae46cb0033c5ea32f7344dec3817,lf
patchmixer/formers/pyraformer/preprocess_flow.py,3491,a92c3e77e15999ea1d41ed94f3dc717fa9f723f37453ccc0e537fcf32f80734d,lf
patchmixer/formers/pyraformer/preprocess_wind.py,3368,edf5b2a78c20ce0844609dac7a4c60b63cfaa00b04531641937103008b075d16,lf
patchmixer/formers/pyraformer/pyraformer/embed.py,6168,438b1421fa2f94c0761b6a401100e9365a6ab16f5530c9c8a9ec036edff9ae5e,lf
patchmixer/formers/pyraformer/pyraformer/graph_attention.py,20457,0f7843d64eb1dc76a62c295ac9577d21de792f486ffeaa6faf828a7793bed349,lf
patchmixer/formers/pyraformer/pyraformer/hierarchical_mm_tvm.py,11727,00375475465fb956925ba0f0c0c0ba3b70ca710218f33256f7f53be106e45dbf,lf
patchmixer/formers/pyraformer/pyraformer/layers.py,15215,8e30c5c8a1766be1d1b23e2e6f56ddd94b546fa0189e4b4799d3d3224e0fdef8,lf
patchmixer/formers/pyraformer/pyraformer/modules.py,639,567dfd14830903dea4eafeb70ee7f532407c57814291a1c5be937a5007bf0818,lf
patchmixer/formers/pyraformer/pyraformer/pam_tvm.py,2249,4c870ee7375632d50f50d26a888519d14d41cc852c3b8d3fd0d7f39556bc5ee0,lf
patchmixer/formers/pyraformer/pyraformer/pyraformer_lr.py,4915,da6f556b8a80470a0d8503835e1f4be6e2d8a31161154e4393874ad3cfb059af,lf
patchmixer/formers/pyraformer/pyraformer/pyraformer_ss.py,3059,5e2d733589a0bff1863115e0476767d7fca0e1dd221270de422a5e617d303303,lf
patchmixer/formers/pyraformer/pyraformer/sublayers.py,2810,5844765addcd54d5f50880b4e3642aeb3499c400093ba050fe7e460c969e8e85,lf
patchmixer/formers/pyraformer/readme.md,5659,295cf58171b8965ce680101cc74cfb6fce813208eb96f80b20b48fd0c2062484,lf
patchmixer/formers/pyraformer/requirements.txt,1611,c380ca077e71d1ac231679e64e91f4760409cceb485fa4118a34d403c428b713,lf
patchmixer/formers/pyraformer/scripts/longforecasting.sh,6532,c22fee0e9e89d37024cb65aac020826028920a8b9aade5d84183937979df61dd,lf
patchmixer/formers/pyraformer/scripts/lookbackwindow.sh,2552,620db794fb74bc77b6c6c139c33d5ff05b108d1d4403069866685fccd2872f4b,lf
patchmixer/formers/pyraformer/simulate_sin.py,2814,7e2c210309ab29f3cf64108df71668abfd24080085c880205e8755b59e13ba89,lf
patchmixer/formers/pyraformer/single_step_main.py,10197,69810951525853f431ce8c23f84b42a07094b5527e14bf86267e086fc4f19e1c,lf
patchmixer/formers/pyraformer/utils/timefeatures.py,4534,0611feb06e86bc85f19c24099b87b8fc37bc4b7b9e81b128f083a557b3df7c92,lf
patchmixer/formers/pyraformer/utils/tools.py,2666,a964029e5195cd711af28b4fca53f97f1ed76ab160c531735f07442bf3128cee,lf
patchmixer/formers/transformer.sh,5146,f07b8fdbbc938ae6c7b5cb4455e6efaecd4ac3c7765960302ae9a281937fa961,lf
patchmixer/layers/autocorrelation.py,6254,d14d576feee3e7159920ecbd8a4289a66542e63e545fc24c6ebb73dd757abe5f,lf
patchmixer/layers/autoformer_encdec.py,6113,1d00619712f74f7bc6239b8f3b0aa1848e13ab8651203240f0d7943dde903e5e,lf
patchmixer/layers/embed.py,6512,2db82418962a591fd4ed7553c119943da065a49c6dd55bb04513b3e5193c8959,lf
patchmixer/layers/local_global.py,6054,5cba52b2967be03994e2a72353ea23f48f3d59e1ab3878e11a0f0c6c493f3793,lf
patchmixer/layers/patchtst_backbone.py,14220,afb008aa02d6b990943e1c448086a599c977c90a42e70ae8d091c69c5f401ac3,lf
patchmixer/layers/patchtst_layers.py,4512,356aa829b1bba6d42c74ff6ee653750e030c5bcee1ddbee7670b23eeb74c810c,lf
patchmixer/layers/revin.py,1973,45ca93803bdbea0e76f96f06741790bf4f2aa7f629c2e20e608ba97b4c03cdaa,lf
patchmixer/layers/selfattention_family.py,5554,b042b849f2a7505ddedd7e9e60b513fdb139c902bea8512d51633a4388302206,lf
patchmixer/layers/transformer_encdec.py,4566,17ee8d9cf4ac0ec855d9d2ec6b1f4e85e57d807e5b5589f763c2140c5e216c80,lf
patchmixer/license,1068,073402bf82f58393239c4c4f1d797979bae6327ab16e0426454dc1630a34c276,lf
patchmixer/models/autoformer.py,5836,7f0fdac0302a98644c6483b343a1e811fc7c621c7d1a5341fd0b98fc32d88b16,lf
patchmixer/models/dlinear.py,2864,ebbddc64ea242ddce0e043266728c6b8bdd4aee59150548dd600ee17ff7ece91,lf
patchmixer/models/informer.py,5014,60d7f9c8c7aa17737b864d2b388f0d8b11f050b35abcfe1623207423f854fe43,lf
patchmixer/models/linear.py,469,8b1e6d7e61ac16d2186ca02a17ad505b7e7b59c8727b27368f70c1431d8a17c7,lf
patchmixer/models/nlinear.py,557,ba2805d6b9b451ae1b2428d553682e93442ea528cb6188dafab02a57a90360c0,lf
patchmixer/models/patchmixer.py,3435,133205c7efcfe49ae124861e4e28307eedb759e5fdab47c580c384a5d7039cfa,lf
patchmixer/models/patchtst.py,5113,fa4740e27cbdf6bdaabbadc4119027228a1619af0ea3589726556a28d88d76bf,lf
patchmixer/models/stat_models.py,3872,8d8848212b0e02ab2d346bcb305f8930f9e141cabcbb8b4a304df200b61451c3,lf
patchmixer/models/transformer.py,4729,454f966f4054d080836e3c56ffbcb6708d34e3989042b38492f44a2472428c8b,lf
patchmixer/readme.md,4686,2d25f415e92ce9fc3f7845f801799d05fe982ab4bfdc94804dfb88a60bed237c,lf
patchmixer/requirements.txt,328,3ce7233c799112d5a5a7ca3be19b60c740060f1d1067f815159d5ba93dd74b00,lf
patchmixer/run_longexp.py,8235,1f71fbdb8f75864ff706864b329c7b1f3d1c5fa9b1419624e16e951743f7dcdc,lf
patchmixer/scripts/patchmixer/electricity.sh,1123,d4974a9f75c76065ba42afb54adafa555f5a10fa185f03a5a9d8f6d2d01dc8ef,lf
patchmixer/scripts/patchmixer/etth1.sh,1061,ece106c691224ed277e34cccc5d61ad594c848ec5771d750d7add35dcc7eac2b,lf
patchmixer/scripts/patchmixer/etth2.sh,1062,828967bc7c10f71afe5acfef599ea74f85871f7754593bbbe2d37c6019b0bf7e,lf
patchmixer/scripts/patchmixer/ettm1.sh,1085,c531e7e8490f68f5156a3a61652fc9df525ab16ff798c62d04c0134024043a19,lf
patchmixer/scripts/patchmixer/ettm2.sh,1085,ffe29c54e8f42bc0800305d399a2e6ad1c8bad8f067527e022c29f302482eff9,lf
patchmixer/scripts/patchmixer/traffic.sh,1062,ff2b667e340cfd8dc6c7d239aa2c71eef394cb12d1f33c3db3765e71c6ef9bb6,lf
patchmixer/scripts/patchmixer/univariate/etth1.sh,1149,bcf1e7f17700d741b6843303e50fd82f1895fffccc90221d3d5c45bd45da0312,lf
patchmixer/scripts/patchmixer/univariate/etth2.sh,1149,12b1717aaff6ff5fe9e57cd8b25c10a334511a7b836b78e23cee3ecf78ae3e3c,lf
patchmixer/scripts/patchmixer/univariate/ettm1.sh,1173,495b1fb331de460093c4f0f5492bc16def20a478ff7d2c1b28fdda362c7e3758,lf
patchmixer/scripts/patchmixer/univariate/ettm2.sh,1173,81a7fa462eb0f88651ea4526b54460736cec961f81097c467dc5b14e5bc9a421,lf
patchmixer/scripts/patchmixer/weather.sh,1044,a135e1973f2f02eab3cde5f6910133e3240868c924bb6c034d847e245fc1669a,lf
patchmixer/scripts/patchtst/electricity.sh,1121,80941ecd6042a22c62b8c8565c90c6ce7f9951c1aeb2647030ec50f39de05165,lf
patchmixer/scripts/patchtst/etth1.sh,1039,556c87cd7dd795094ff6cb73465e84c90686017e1535e0ba23ed43683b9b0897,lf
patchmixer/scripts/patchtst/etth2.sh,1039,fbe25de2a3478cc7b3b1f6f3e97b77b7949ff18bd2de3f723d8296269b17364d,lf
patchmixer/scripts/patchtst/ettm1.sh,1106,6b4fd17c3da9471f29556b92f7c788e667a108548ebb0919d24ecea4b3d36aa5,lf
patchmixer/scripts/patchtst/ettm2.sh,1107,9118c71d9faa01fb4cb1751a0d06d6cfd8426958a55874e67847f70540efaa15,lf
patchmixer/scripts/patchtst/traffic.sh,1112,8f9146485fe19bf90fd747b85ad0e8c57a37fcbe55c638538b8dced4a30499f1,lf
patchmixer/scripts/patchtst/univariate/etth1.sh,1157,003876f706c012e0e230f88a0dddee4436ee8dd3ead7c00ce005478c0e0b18d7,lf
patchmixer/scripts/patchtst/univariate/etth2.sh,1157,527e832bf57128682a896997ee8b90c22870cfff0a08b062dd140e243fa87a72,lf
